Job Name,label,CompanyName,Job Type,Experience Required,JD,City,Date Posted,IT,Department,Status
Online  Associate Software QA Test Engineer Job ,,"Little Logic, Pakistan", Job,Job for Fresh Graduates,Test case writingBug life cycleSoftware test typesWeb application testingMobile apps testingKnowledge of automation testing toolsAnalytical and English communication skillsDatabase and SQL queries knowledgeAgile / Scrum knowledge is plusQuick learner,Abbottabad,1-Oct-22,True,Computer Software Job,0
 Assistant Lawyer Job ,,"Ramsha, Pakistan", Job,< 1 Year,Condidate must have 2 year exprience as lawyer &amp; must have law degree,Lahore,1-Oct-22,False,Consulting Job,1
 Junior Planning Engineer Job ,,"Al Muqeet Recruitment, Pakistan", Job,3 Years Job Exp.,"Understanding project specifications and developing time schedules and budgets that meet them.Negotiating with vendors and contractors to secure the best prices.Observing existing processes, analyzing staff performance, and addressing deficiencies ac",Karachi,1-Oct-22,False,Healthcare Job,1
 Experienced PHP / Wordpress Developer Job ,,"Ocean Ltd, Pakistan", Job,3 Years Job Exp.,"We are looking for an experienced WordPress/PHP developer to join our friendly and hard-working web team. you should have in-depth knowledge of front-end programming languages. Ultimately, a top-class WordPress Developer can create attractive, user-f",Lahore,30-Sep-22,True,IT Job,1
 Experienced SEO / Digital Marketing Expert Job ,,"Ocean Ltd, Pakistan", Job,3 Years Job Exp.,"We are looking for Punctual and Well-Mannered and experienced &quot;SEO Expert&quot; who can work as SEO for both on-page and off-page, the SEO specialist will develop content include keywords search in order to increase the organic traffic to the we",Lahore,30-Sep-22,True,IT Job,1
 React Native Developers Job ,,"Techveria, Pakistan", Job,1 Year Job Exp.,"React Native Expert Will be proffered1+ years of relevant App development experience developing in RESTful APIs , SaaS (Software as Service), SQL, MongoDB, Cassandra, Java, NodeJS,.Solid knowledge of JavaScript (ES5 up)Professional experience with an",Islamabad,30-Sep-22,True,Computer Software Job,1
 SEO Expert / Digital Marketing Expert Job ,,"Xendo, Pakistan", Job,3 Years Job Exp.,"We are looking for an experienced Digital Marketing &amp; SEO expert to manage all search engine optimization and digital marketing activities.The candidate will be responsible for managing all SEO activities such as content strategy, link the buildi",Lahore,30-Sep-22,True,Web & E-commerce Job,1
 Shift Manager Job ,,"Prime Source , Pakistan", Job,< 1 Year,"- Shift Manager Male/ Female- Helpers Male/ Female- RidersRequired- Previous restaurant experience is a plus.
- Shift Manager&#39;s should have Basic knowledge of the inventory and cash calculation.
- Basic knowledge of MS office is also required for",Lahore,30-Sep-22,False,Restaurant Job,0
 Ios Native Swift Developer Job ,Gallery Job,"TechLanche, Pakistan", Job,< 1 Year,TechLance is looking for a visonary indivisual for setting up their iOS department. The candidate will be provided with multiple oppurtunites to work with international projects. Additionally he will be given chances to expand their horizon via free,Faisalabad,30-Sep-22,True,Computer Software Job,1
 Systems Engineer Job ,,"True Tech Solutions, Pakistan", Job,1 Year Job Exp.,"Do you have a passion for providing first-class Installation &amp; Support Service?Are you a confident and motivated Engineer?Here at True Tech Solutions, we have an ambitious vision, exiting and unique values. People are our greatest asset and we on",Islamabad,30-Sep-22,True,IT Job,1
Online  Marketing Executive Job ,,"Orbit Systems, Pakistan", Job,< 1 Year,"Arrange meetings with new clients, manage social media marketing, planning and discussion new marketing starategies with office staff.",Islamabad,30-Sep-22,True,IT Job,1
 SOC Analyst - Tier 2 Job ,,"HAZREE, Pakistan", Job,3 Years Job Exp.,"Description Level 2 SOC Tier 2 SOC Analyst - QRadar, LogRhythm, Splunk, Carbon Black, ArcsightThe company: An established Managed Security Specialist with global reach focusing on providing exceptional security management for banking and financial cl",Lahore,30-Sep-22,True,IT Job,0
 CISCO Firewall Engineer Job ,,"HAZREE, Pakistan", Job,2 Years Job Exp.,"Good understanding of the IP technologies, protocols and network topology Good understanding of the Network operations processes &amp; functions 2-3 years of experience as an expert in Checkpoint Security 2-3 years of experience as an expert in Cisco",Lahore,30-Sep-22,True,IT Job,0
 Senior PHP Developer Job ,Premium Job,"SG Allied Businesses Ltd., Pakistan", Job,3 Years Job Exp.,SG Allied Businesses Ltd is looking for Sr. PHP Developer. (Min Experience: 2 to 5 years) Can be able to join immediately.Preference will be given to those who experience of managing Business Portal where notifications are issued for marketing.Job Re,Karachi,30-Sep-22,True,IT Job,0
 Sales Manager Job ,,"YC Solutions, Pakistan", Job,3 Years Job Exp.,We are looking forward to hire a Sales Manager for our Night Shift (9pm-6am). He should have atleast 3 years experience in Sales Department. Candidate having experience related to Real Estate would be preffered.,Islamabad,30-Sep-22,False,Customer Service Job,0
 Junior IOS Developer Job ,,"Appic Solutions, Pakistan", Job,1 Year Job Exp.,Islamabad based software house is looking for junior IOS developer having 6 months to 1 year experience.,Islamabad,29-Sep-22,True,Computer Software Job,1
 UI/UX Developer Job ,,"MativeInc, Pakistan", Job,1 Year Job Exp.,"MativeInc is looking for creative and hardworking UI/UX designer to join our design team to deliver beautifully simple and user-centric solutions.You will design new and existing mobile and web interfaces, including concepts, wire frames, prototypes",Islamabad,29-Sep-22,True,Web & E-commerce Job,1
 Wordpress / PHP Developer Job ,,"MativeInc, Pakistan", Job,1 Year Job Exp.,"A reputed and fast growing software house is interested in accepting resume(s) for WordPress/PHP/Codeignitor Developers, who can add their technical skills to our software house by joining our existing developers&#39; team.Ability to customize previo",Islamabad,29-Sep-22,True,Web & E-commerce Job,0
 MERN Developer Job ,,"MativeInc, Pakistan", Job,1 Year Job Exp.,"We are looking for Passionate People to join our team.Job Position: MERN Stack Developer*
Experience: 6 Months - 1 Year*
Job Location: Islamabad*Job Requirements: *",Islamabad,29-Sep-22,True,Web & E-commerce Job,0
 Website Graphic Designer Job ,,"CodexLayer, Pakistan", Job,1 Year Job Exp.,"We are looking for graphic website designer, with 1-2 year of expirience, we are looking for someone who has expirience of website designing and template designing, Themeforest expirience is plus point.",Lahore,29-Sep-22,True,IT Job,1
Online  Software Developer Job ,,"FAMe-Solutions, Pakistan", Job,3 Years Job Exp.,Job is WFH(work from home)Resource is required for off-shore support and development for an UK based firm.Grasp on written and spoken English is required.,Islamabad,29-Sep-22,True,Computer Software Job,0
 Game Artists And Developers Job ,,"Revolt Studios Private Limited, Pakistan", Job,1 Year Job Exp.,Revolt Gaming Studios is looking for the following positions:&gt; 3D Artist&gt; UI/UX Artist&gt; CG Artist&gt; Marketing Executive&gt; Unity Game DeveloperMust have one plus experience in the relative field. Interested candidate can share his/her res,Lahore,29-Sep-22,True,IT Job,1
 Website SEO  Job ,,"NetsTech, Pakistan", Job,1 Year Job Exp.,"This job is for SEO expert on the basis of on page, off page, keyword analytics, keyword finder, meta tags, SEO techniques.",Gujrat,29-Sep-22,True,Web & E-commerce Job,0
 PPC Specialist Job ,Gallery Job,"Tile Mountain, Pakistan", Job,1 Year Job Exp.,Main duties and responsibilities include but not limited to the following;Create and plan a variety of PPC campaigns across a range of digital channels.Oversee accounts on search platforms (e.g. Google AdWords).Find ways to reduce risk of click fraud,Islamabad,29-Sep-22,True,IT Job,1
 SQL Server Database Developer (SSIS/ETL) Job ,Gallery Job,"Kaisar Inc., Pakistan", Job,3 Years Job Exp.,"We are looking for a SQL Server Database Developer who can support the development, maintenance, and data flow processes to ensure accuracy and consistent access to the business intelligence data using expertise in the data management, database desig",Karachi,29-Sep-22,True,IT Job,1
 Operator Plus Social Media FALSE ,,"Aamz Security Solutions , Pakistan", Job,< 1 Year,Someone who is well spoken and is good with social networking.Handling all the social media pages.Connecting with the clients.,Lahore,29-Sep-22,False,Social Services Job,0
 Customer Service Representative Job ,,"Boski Stores, Pakistan", Job,< 1 Year,Boski Stores is an ecommerce store. We require people in the customer support department. Our only requirement is good communication skills and the person must be dedicated and hard working.,Lahore,29-Sep-22,False,Retail Job,1
 SEO Sales Agent  Job ,,"Digital Apex Group, Pakistan", Job,< 1 Year,"We are looking to hire an experienced SEO sales agents who can able to meet the monthly target swiftly. We are a company that can offer you a highly successful career path and very desirable pay KEY POINTSCompany will bear Dialing Setup (VOIP, Vicidi",Lahore,29-Sep-22,False,Marketing Job,0
 Digital Marketing Executive Job ,,"Exuture Inc, Pakistan", Job,3 Years Job Exp.,"Exuture Inc. is looking for Digital Marketing Executive.
&bull; Proven track record of successful Digital Marketing campaigns.
. Strong understanding of lead generation.
&bull; Excellent understanding of digital marketing concepts and best practices.",Karachi,29-Sep-22,False,Marketing Job,0
 English Language And Literature Experts Job ,Gallery Job,"Dotxoft, Pakistan", Job,< 1 Year,"English Language Expert job is available with Wordlayouts, Lahore. It is a Senior level role. To be considered, the applicant should fulfill the following requirements:
&gt;&gt;Graduate qualification for functions: Academics
&gt;&gt;Minimum experienc",Lahore,29-Sep-22,True,IT Job,1
 PHP Developer Job ,Gallery Job,"Logic Powered Solutions, Pakistan", Job,2 Years Job Exp.,"We are looking for highly talented and experienced PHP developers with good communication skills and a proven track record in PHP Web Development.An ideal candidate would have an energetic and creative personality, and a willingness to be part of a d",Islamabad,29-Sep-22,True,IT Job,1
 Senior Dot Net MVC Developer Job ,,"SigmaTec Solution Pvt. Ltd., Pakistan", Job,4 Years Job Exp.,"SigmaTec Solutions (Pvt.) Ltd. is urgently looking to hire for the position of Software Engineer. The candidate must have a bachelor degree in computer science with more then 4 years of relevant experience along with the following technical skills;
W",Lahore,29-Sep-22,True,Computer Software Job,1
 Marketing Executive Job ,,"SigmaTec Solution Pvt. Ltd., Pakistan", Job,Job for Fresh Graduates,"SigmaTec Solutions (Pvt.) Ltd. is urgently looking to hire for the position of Marketing Executive. The candidate must have a Master degree in Marketing with 0-1 years of experience.Key ResponsibilitiesCreative Content Writing for social media, websi",Lahore,29-Sep-22,True,Computer Software Job,0
 Graphics Designer Job ,,"Logics Buffer, Pakistan", Job,3 Years Job Exp.,We need a Graphics Designer in our Company with minimum of 3 years of hand on experience in designing and client dealing.One should have good designing sense and capable of handling any kind of workload in a professional way.,Islamabad,29-Sep-22,True,IT Job,1
