Experience Required,JD,Job Name
2 Years Job Exp.,Development and maintenance of applications aimed at a vast number of diverse iOS devices and their integration with back-end services.Working along-side other engineers and developers working on different layers of the infrastructure.Translating des,Online  Senior Ios Developer Job 
< 1 Year,"We are looking for a WordPress Developer (Frontend Designer) for our Web Design Company.We have two openings:- Internship (leading to job)-  jobWe are based in Deans Trade Center Saddar, Peshawar.Timing is flexible.Both male &amp; female can", Wordpress Developer Job 
< 1 Year,"Business Developer Intern:We are seeking a hard-working and motivated business developer to join our growing team. The individual in this role will assist company growth and profitability through new customer acquisition, as well as by increasing cur", Business Developer Intern Job 
1 Year Job Exp.,"We are looking for keen, energetic individuals, who can perform in a fast-paced environment utilizing cutting edge technology. The vacancy is at our branch office in Bahria Town, Rawalpindi. The candidate should be able to develop applications of mul", Laravel / PHP Developer Job 
2 Years Job Exp.,"&bull; Management activities related to Web/ Mobile Design &amp; Development Projects.&bull; Must be able to understand the nature of Customer&rsquo;s business, identify the problems and propose a Complete technical solution.&bull; Generating leads u", Business Developer  Job 
2 Years Job Exp.,"Abacus Multimedia is a friendly and expanding software house developing websites, apps, and entertainment products for an international market.We are looking for an Angular Developer responsible for the client side of our banking application who is a", Angular Developer Job 
3 Years Job Exp.,"We are seeking a Sr. Unity Developer responsible for building games for various target platforms based on the Unity framework. Your primary responsibilities will be to implement game functionality translating design ideas, concepts, and requirements", Unity Game Developer Job 
< 1 Year,Need Content WritersEqual Opportunity for male/femalePay is negotiableFresh graduates are encouraged to apply,Online  Content Writer Job 
2 Years Job Exp.,"WE ARE HIRING FOR IMMEDIATE STARTS.You will work closely with the Sales team to launch specific campaigns on time and to budget and be able to demonstrate a positive ROI.About the role&hellip;&hellip;.&bull; Plan and execute all digital marketing, in",Online  SEO Executive Job 
1 Year Job Exp.,Sales Engineer &amp; Marketing Executive (Solar Energy)Qualification: BE -/ Electrical / Electronics / Mechatronics / Mechanical/BBAExperience: 1-2 Yrs in Sales &amp; Marketing with excellent convincing skills.Job Description: Candidate will be respo, Technical Sales Engineer Job 
3 Years Job Exp.,The position is based in our Karachi office. The incumbent should have minimum experience of 3 years and shall be responsible to develop and maintain various PHP websites.Major Responsibilities:Write back-end code and building efficient PHP modules.D, PHP Developer Job 
1 Year Job Exp.,We are looking for a PHP/Wordpress Developer for our Web Design Company and offering a full-time job for a competent developer having at least one year of industry experience.We are based in I-8 Islamabad., PHP/Wordpress Developer Job 
2 Years Job Exp.,"We immediately require creative, talented and experienced we are looking for PHP Laravel/React Developers who will participate in all phases of the software lifecycle with an emphasis on architecture, design, quality and implementation for US/UK base", PHP Laravel Developer  Job 
3 Years Job Exp.,A Dubai base company is looking for an experienced Full-Stack PHP and Wordpress Developer to join our growing team. Experience in Laravel / Code Igniter / Zend with Angular.JS / Vue.JS / React.JS and Bootstrap responsive frameworks on the front-end i, Sr. PHP Full Stack Developer Job 
2 Years Job Exp.,NOTE: Please only apply if you have 2+ years experience of HTML and Jquery with responsive layout using twitter bootstrap and jquery.We are looking for an HTML/CSS Jquery developer to convert designs from PSD format to HTML pages. Candidate needs to," Frontened UI Developer (HTML,Css,Jquery,Javascript) Job "
3 Years Job Exp.,"Dusky Solution is looking for Business Development Manager/ Online Bidder for its Karachi officeTECH BACKGROUND COMPULSORY &ndash; &ldquo;Technical sales in IT Services includes, Custom software development, Website Development, Mobile Apps, Digital", Business Development Manager / Online Bidder Job 
< 1 Year,"Application Masters are looking for a Graphic Designer to join our team .You will be designing a wide variety of things like graphics of websites, apps, and games, etc.", Graphic Designer Job 
< 1 Year,"We need a male or female, Who has good command on Adobe Premiere Pro and Filmora.Video Editor Responsibilities:Meeting with the Director to determine production vision.Reviewing raw material to determine shot list.Manipulating film and video footage", Video Editing Expert Job 
1 Year Job Exp.,"We are looking for a hunter, who is passionate about developing business with an urge to thrive in a fast-paced sales cycle. If you can think out of the box and exceed targets with your can-do attitude, this is the right position for you.The ideal ca", Business Development Executive- Software Sales (US/EU Markets) Job 
1 Year Job Exp.,We are looking for software developer having expertise in wordpress. Php &amp; laravel having 1 years of experience at least., Wordpress Php Developer Job 
2 Years Job Exp.,We are looking for a full stack engineer with experience in NodeJS and front end technologies like React and/or Angular. Must have experience working with desktop and mobile products. This is a  remote positions.All experience levels welcome,Online  Fullstack Engineer Job 
2 Years Job Exp.,We are a new game studio and have multiple openings for experienced Unity Game Engineers to build the next generation of mobile games for iOS and Android platforms. We are looking for engineers who can implement compelling gameplay mechanics and effi,Online  Unity Game Engineer Job 
3 Years Job Exp.,"- Passion for games
- Versatile abilities to design 2D graphics for games
- Ability to create environment assets, characters, buildings, props, and items for mobile game
- Proficiency in Photoshop, Illustrator, and other related tools
- Strong unders", Graphic Designer (2D Game Artist) Job 
